53	40.86198150306815	-74.04790453737951
891	40.88302032878746	-74.0758752822876
803	40.76067264603736	-74.00367709397945
390	40.750945522488436	-74.00563392176072
834	40.86283581665962	-74.19723987579346
1032	40.901057866884024	-74.1507625579834
525	40.963240757086346	-74.09463109843134
643	40.786713	-74.175476
768	40.80396497665877	-74.00513467434556
1016	40.93253436936064	-74.00992624807343
337	40.830936	-74.20743204
752	40.86283581665962	-74.19723987579346
749	40.771046	-74.065758
628	40.83162208784265	-74.13679361343384
1054	40.8706300946324	-74.09792627389562
907	40.82358935335903	-74.22380201337529
734	40.94175914870915	-74.01238511084367
950	40.84430601059822	-74.0439630429152
385	40.889574103815974	-74.09540176391602
621	40.95158380800399	-74.08855676651001
1063	40.8415611	-74.15981
468	40.78315571890902	-74.01868849196252
667	40.80050589400566	-74.20418389625108
1078	40.79889202318283	-74.11812337576457
425	40.931951	-74.132019
817	40.80588623	-74.04406167
420	40.917335441802095	-74.0756607055664
1010	40.79220655212076	-74.15127754211426
902	40.94709963333333	-74.072561
185	40.965416942233624	-74.06288376421803
207	40.88899013040254	-74.0558123588562
943	40.910894	-74.031547
179	40.9261047848532	-74.09925694632102
889	40.90266453914116	-74.00578886034883
883	40.81143815229546	-74.06779646873474
672	40.78898753071118	-74.25901478846667
422	40.75605706725121	-74.23554035653764
125	40.76117085825042	-74.01128768920898
593	40.827891	-74.102447
57	40.799194302240885	-74.09895295732946
443	40.88989838302784	-74.0027187575326
861	40.80713951975112	-74.17684116064805
378	40.85215695470352	-74.00433540344238
816	40.95105710437937	-74.08986568450928
386	40.7910226	-74.1509775
626	40.79263095814757	-74.2000937461853
824	40.93539993360483	-74.07136917114258
188	40.753402	-74.038721
215	40.75196932538404	-74.15222953676555
387	40.82279	-74.21906211666666
772	40.75081989112107	-74.0038664652844
74	40.7725569747767	-74.14161270853154
691	40.76633906356843	-74.21865463256836
792	40.91014549538925	-74.07280806851442
347	40.911434	-74.036274
259	40.86486626554522	-74.06523581404612
783	40.75001831703031	-74.00085371776025
677	40.87436275426152	-74.13854777812958
281	40.758491441288896	-74.15619169787516
925	40.750746	-74.002286
495	40.76117085825042	-74.01128768920898
1029	40.85155841497341	-74.14161270853154
652	40.863929	-74.079579
105	40.95105710437937	-74.08986568450928
882	40.760583716122675	-74.00290812978571
448	40.769754552293506	-74.02395597350795
